efSearch,search_time,accuracy
20,0.0008318424224853516,1.0
20,0.0007731914520263672,1.0
20,0.0008199214935302734,0.0
20,0.0009791851043701172,0.6
20,0.0009014606475830078,0.2
20,0.0008971691131591797,0.8
20,0.0010075569152832031,1.0
20,0.0009496212005615234,0.8
20,0.0007970333099365234,1.0
20,0.0008060932159423828,1.0
20,0.001438140869140625,1.0
20,0.0007488727569580078,1.0
20,0.0009021759033203125,0.6
20,0.0006313323974609375,0.2
20,0.0007636547088623047,1.0
20,0.0007426738739013672,1.0
20,0.0009281635284423828,1.0
20,0.0008344650268554688,0.0
20,0.0007958412170410156,1.0
20,0.0007414817810058594,1.0
20,0.0008015632629394531,1.0
20,0.0007505416870117188,1.0
20,0.001055002212524414,0.0
20,0.0008282661437988281,0.0
20,0.0009150505065917969,0.8
20,0.0007266998291015625,1.0
20,0.0008821487426757812,0.8
20,0.0008614063262939453,1.0
20,0.0008637905120849609,0.0
20,0.0006880760192871094,1.0
20,0.0007903575897216797,1.0
20,0.0011858940124511719,1.0
20,0.0007758140563964844,1.0
20,0.0016698837280273438,1.0
20,0.0007240772247314453,1.0
20,0.0007524490356445312,0.8
20,0.001046895980834961,0.6
20,0.0014286041259765625,0.8
20,0.0008604526519775391,1.0
20,0.0007817745208740234,1.0
20,0.0006971359252929688,1.0
20,0.0011355876922607422,1.0
20,0.0011017322540283203,0.8
20,0.0008714199066162109,1.0
20,0.0007672309875488281,1.0
